     Day,      Date,Flow,Direct Runoff,Base Flow,
10733,2/18/1988,4.1,0.87,3.23,
10734,2/19/1988,4.1,0.87,3.23,
10735,2/20/1988,5,1.69,3.31,
10736,2/21/1988,4.3,0.98,3.32,
10737,2/22/1988,3.9,0.6,3.3,
10738,2/23/1988,3.9,0.62,3.28,
10739,2/24/1988,3.9,0.63,3.27,
10740,2/25/1988,3.7,0.46,3.24,
10741,2/26/1988,3.6,0.39,3.21,
10742,2/27/1988,3.4,0.24,3.16,
10743,2/28/1988,3.4,0.28,3.12,
10744,2/29/1988,3.2,0.13,3.07,
10745,3/1/1988,3.2,0.18,3.02,
10746,3/2/1988,3.2,0.22,2.98,
10747,3/3/1988,3.2,0.26,2.94,
10748,3/4/1988,3.5,0.57,2.93,
10749,3/5/1988,3.6,0.68,2.92,
10750,3/6/1988,3.3,0.4,2.9,
10751,3/7/1988,3.2,0.33,2.87,
10752,3/8/1988,3.1,0.27,2.83,
10753,3/9/1988,3.2,0.4,2.8,
10754,3/10/1988,3.5,0.7,2.8,
10755,3/11/1988,3.1,0.33,2.77,
10756,3/12/1988,3,0.26,2.74,
10757,3/13/1988,3.2,0.48,2.72,
10758,3/14/1988,3,0.31,2.69,
10759,3/15/1988,3,0.33,2.67,
10760,3/16/1988,2.8,0.17,2.63,
10761,3/17/1988,2.8,0.21,2.59,
10762,3/18/1988,2.8,0.24,2.56,
10763,3/19/1988,2.9,0.36,2.54,
10764,3/20/1988,2.8,0.29,2.51,
10765,3/21/1988,2.7,0.22,2.48,
10766,3/22/1988,2.7,0.25,2.45,
10767,3/23/1988,2.7,0.28,2.42,
10768,3/24/1988,2.7,0.3,2.4,
10769,3/25/1988,2.7,0.33,2.37,
10770,3/26/1988,4.5,2.01,2.49,
10771,3/27/1988,6.6,3.85,2.75,
10772,3/28/1988,3.9,1.12,2.78,
10773,3/29/1988,3.4,0.62,2.78,
10774,3/30/1988,3.3,0.54,2.76,
10775,3/31/1988,3.2,0.46,2.74,
10776,4/1/1988,3.2,0.47,2.73,
10777,4/2/1988,3.1,0.4,2.7,
10778,4/3/1988,3,0.32,2.68,
10779,4/4/1988,3.4,0.72,2.68,
10780,4/5/1988,3.1,0.44,2.66,
10781,4/6/1988,3,0.36,2.64,
10782,4/7/1988,6.1,3.25,2.85,
10783,4/8/1988,9.2,5.94,3.26,
10784,4/9/1988,5.3,1.95,3.35,
10785,4/10/1988,4.5,1.12,3.38,
10786,4/11/1988,4.2,0.83,3.37,
10787,4/12/1988,3.9,0.55,3.35,
10788,4/13/1988,3.8,0.48,3.32,
10789,4/14/1988,3.7,0.41,3.29,
10790,4/15/1988,3.7,0.44,3.26,
10791,4/16/1988,3.6,0.38,3.22,
10792,4/17/1988,3.4,0.22,3.18,
10793,4/18/1988,3.6,0.45,3.15,
10794,4/19/1988,3.6,0.48,3.12,
10795,4/20/1988,3.5,0.41,3.09,
10796,4/21/1988,3.4,0.34,3.06,
10797,4/22/1988,3.2,0.19,3.01,
10798,4/23/1988,3.2,0.23,2.97,
10799,4/24/1988,3.1,0.17,2.93,
10800,4/25/1988,3,0.12,2.88,
10801,4/26/1988,3,0.17,2.83,
10802,4/27/1988,3,0.21,2.79,
10803,4/28/1988,3.5,0.71,2.79,
10804,4/29/1988,3.1,0.34,2.76,
10805,4/30/1988,3,0.27,2.73,
10806,5/1/1988,2.9,0.21,2.69,
10807,5/2/1988,2.8,0.15,2.65,
10808,5/3/1988,2.8,0.19,2.61,
10809,5/4/1988,2.8,0.22,2.58,
10810,5/5/1988,3,0.44,2.56,
10811,5/6/1988,6.4,3.6,2.8,
10812,5/7/1988,6.6,3.57,3.03,
10813,5/8/1988,4.3,1.23,3.07,
10814,5/9/1988,3.8,0.74,3.06,
10815,5/10/1988,3.6,0.55,3.05,
10816,5/11/1988,3.5,0.48,3.02,
10817,5/12/1988,3.3,0.31,2.99,
10818,5/13/1988,3.1,0.16,2.94,
10819,5/14/1988,3.1,0.2,2.9,
10820,5/15/1988,3,0.15,2.85,
10821,5/16/1988,3,0.19,2.81,
10822,5/17/1988,2.9,0.13,2.77,
10823,5/18/1988,2.9,0.18,2.72,
10824,5/19/1988,8.5,5.4,3.1,
10825,5/20/1988,5.2,2,3.2,
10826,5/21/1988,4.1,0.89,3.21,
10827,5/22/1988,3.7,0.52,3.18,
10828,5/23/1988,3.4,0.26,3.14,
10829,5/24/1988,3.3,0.21,3.09,
10830,5/25/1988,4.1,0.99,3.11,
10831,5/26/1988,3.5,0.42,3.08,
10832,5/27/1988,3.1,0.07,3.03,
10833,5/28/1988,2.9,0,2.9,
10834,5/29/1988,2.9,0.05,2.85,
10835,5/30/1988,2.7,0,2.7,
10836,5/31/1988,2.6,0,2.6,
10837,6/1/1988,2.6,0.05,2.55,
10838,6/2/1988,2.6,0.09,2.51,
10839,6/3/1988,2.6,0.13,2.47,
10840,6/4/1988,2.5,0.07,2.43,
10841,6/5/1988,2.4,0.02,2.38,
10842,6/6/1988,2.4,0.06,2.34,
10843,6/7/1988,2.3,0.01,2.29,
10844,6/8/1988,2.2,0,2.2,
10845,6/9/1988,2.3,0.13,2.17,
10846,6/10/1988,2.3,0.16,2.14,
10847,6/11/1988,2.1,0.01,2.09,
10848,6/12/1988,2.1,0.04,2.06,
10849,6/13/1988,2,0,2,
10850,6/14/1988,1.9,0,1.9,
10851,6/15/1988,1.8,0,1.8,
10852,6/16/1988,1.8,0.03,1.77,
10853,6/17/1988,1.9,0.16,1.74,
10854,6/18/1988,2,0.27,1.73,
10855,6/19/1988,1.8,0.1,1.7,
10856,6/20/1988,1.6,0,1.6,
10857,6/21/1988,1.6,0.03,1.57,
10858,6/22/1988,1.5,0,1.5,
10859,6/23/1988,1.5,0.03,1.47,
10860,6/24/1988,1.4,0,1.4,
10861,6/25/1988,1.4,0.03,1.37,
10862,6/26/1988,1.5,0.14,1.36,
10863,6/27/1988,1.4,0.06,1.34,
10864,6/28/1988,1.3,0,1.3,
10865,6/29/1988,1.3,0.02,1.28,
10866,6/30/1988,1.3,0.05,1.25,
10867,7/1/1988,1.2,0,1.2,
10868,7/2/1988,1.2,0.02,1.18,
10869,7/3/1988,1.2,0.04,1.16,
10870,7/4/1988,1.1,0,1.1,
10871,7/5/1988,1,0,1,
10872,7/6/1988,1,0.02,0.98,
10873,7/7/1988,1,0.04,0.96,
10874,7/8/1988,0.95,0,0.95,
10875,7/9/1988,1,0.07,0.93,
10876,7/10/1988,1,0.08,0.92,
10877,7/11/1988,0.94,0.04,0.9,
10878,7/12/1988,1.8,0.85,0.95,
10879,7/13/1988,1.5,0.52,0.98,
10880,7/14/1988,1.2,0.22,0.98,
10881,7/15/1988,1.1,0.13,0.97,
10882,7/16/1988,1,0.05,0.95,
10883,7/17/1988,1,0.06,0.94,
10884,7/18/1988,1.2,0.26,0.94,
10885,7/19/1988,1,0.07,0.93,
10886,7/20/1988,1,0.09,0.91,
10887,7/21/1988,0.94,0.04,0.9,
10888,7/22/1988,1.6,0.67,0.93,
10889,7/23/1988,18,15.82,2.18,
10890,7/24/1988,7.2,4.69,2.51,
10891,7/25/1988,2.9,0.4,2.5,
10892,7/26/1988,2.3,0,2.3,
10893,7/27/1988,2.5,0.23,2.27,
10894,7/28/1988,2.2,0,2.2,
10895,7/29/1988,2.1,0,2.1,
10896,7/30/1988,2,0,2,
10897,7/31/1988,1.9,0,1.9,
10898,8/1/1988,1.9,0.04,1.86,
10899,8/2/1988,1.8,0,1.8,
10900,8/3/1988,1.6,0,1.6,
10901,8/4/1988,1.5,0,1.5,
10902,8/5/1988,1.5,0.03,1.47,
10903,8/6/1988,1.5,0.05,1.45,
10904,8/7/1988,1.4,0,1.4,
10905,8/8/1988,1.3,0,1.3,
10906,8/9/1988,1.2,0,1.2,
10907,8/10/1988,1.2,0.02,1.18,
10908,8/11/1988,1.3,0.13,1.17,
10909,8/12/1988,1.2,0.05,1.15,
10910,8/13/1988,1.2,0.07,1.13,
10911,8/14/1988,1.2,0.09,1.11,
10912,8/15/1988,1.2,0.1,1.1,
10913,8/16/1988,1.4,0.3,1.1,
10914,8/17/1988,1.2,0.11,1.09,
10915,8/18/1988,1.2,0.12,1.08,
10916,8/19/1988,1.3,0.23,1.07,
10917,8/20/1988,2.3,1.16,1.14,
10918,8/21/1988,1.8,0.63,1.17,
10919,8/22/1988,1.5,0.33,1.17,
10920,8/23/1988,1.4,0.23,1.17,
10921,8/24/1988,2,0.79,1.21,
10922,8/25/1988,1.6,0.38,1.22,
10923,8/26/1988,1.4,0.19,1.21,
10924,8/27/1988,1.3,0.11,1.19,
10925,8/28/1988,1.3,0.12,1.18,
10926,8/29/1988,2.1,0.88,1.22,
10927,8/30/1988,2.9,1.57,1.33,
10928,8/31/1988,1.8,0.46,1.34,
10929,9/1/1988,1.6,0.27,1.33,
10930,9/2/1988,1.5,0.18,1.32,
10931,9/3/1988,1.4,0.1,1.3,
10932,9/4/1988,1.7,0.39,1.31,
10933,9/5/1988,1.7,0.39,1.31,
10934,9/6/1988,1.4,0.11,1.29,
10935,9/7/1988,1.3,0.03,1.27,
10936,9/8/1988,1.3,0.05,1.25,
10937,9/9/1988,1.3,0.07,1.23,
10938,9/10/1988,1.4,0.18,1.22,
10939,9/11/1988,1.2,0,1.2,
10940,9/12/1988,1.2,0.03,1.17,
10941,9/13/1988,1.2,0.05,1.15,
10942,9/14/1988,1.1,0,1.1,
10943,9/15/1988,1.1,0.02,1.08,
10944,9/16/1988,1,0,1,
10945,9/17/1988,1.1,0.11,0.99,
10946,9/18/1988,1,0.03,0.97,
10947,9/19/1988,0.97,0.02,0.95,
10948,9/20/1988,0.92,0,0.92,
10949,9/21/1988,0.9,0,0.9,
10950,9/22/1988,0.9,0.02,0.88,
10951,9/23/1988,0.89,0.02,0.87,
10952,9/24/1988,0.86,0.01,0.85,
10953,9/25/1988,1.9,0.99,0.91,
10954,9/26/1988,1.3,0.38,0.92,
10955,9/27/1988,1.1,0.18,0.92,
10956,9/28/1988,1.1,0.18,0.92,
10957,9/29/1988,1,0.09,0.91,
10958,9/30/1988,1,0.1,0.9,
10959,10/1/1988,1,0.11,0.89,
10960,10/2/1988,1,0.12,0.88,
10961,10/3/1988,1.2,0.31,0.89,
10962,10/4/1988,1.2,0.31,0.89,
10963,10/5/1988,1.1,0.21,0.89,
10964,10/6/1988,1,0.12,0.88,
10965,10/7/1988,1,0.12,0.88,
10966,10/8/1988,0.99,0.12,0.87,
10967,10/9/1988,0.93,0.07,0.86,
10968,10/10/1988,0.93,0.08,0.85,
10969,10/11/1988,0.89,0.06,0.83,
10970,10/12/1988,0.83,0.01,0.82,
10971,10/13/1988,0.79,0,0.79,
10972,10/14/1988,0.81,0.03,0.78,
10973,10/15/1988,0.83,0.06,0.77,
10974,10/16/1988,0.79,0.04,0.75,
10975,10/17/1988,0.79,0.05,0.74,
10976,10/18/1988,0.79,0.06,0.73,
10977,10/19/1988,0.77,0.05,0.72,
10978,10/20/1988,0.72,0.01,0.71,
10979,10/21/1988,1.2,0.47,0.73,
10980,10/22/1988,1.8,1,0.8,
10981,10/23/1988,1.1,0.3,0.8,
10982,10/24/1988,1,0.2,0.8,
10983,10/25/1988,0.92,0.12,0.8,
10984,10/26/1988,0.88,0.09,0.79,
10985,10/27/1988,0.85,0.07,0.78,
10986,10/28/1988,0.83,0.06,0.77,
10987,10/29/1988,0.9,0.14,0.76,
10988,10/30/1988,0.86,0.1,0.76,
10989,10/31/1988,0.86,0.11,0.75,
10990,11/1/1988,1.8,0.99,0.81,
10991,11/2/1988,1.4,0.56,0.84,
10992,11/3/1988,1.1,0.25,0.85,
10993,11/4/1988,1,0.16,0.84,
10994,11/5/1988,1,0.16,0.84,
10995,11/6/1988,1,0.17,0.83,
10996,11/7/1988,0.97,0.14,0.83,
10997,11/8/1988,0.93,0.11,0.82,
10998,11/9/1988,0.93,0.12,0.81,
10999,11/10/1988,0.99,0.18,0.81,
11000,11/11/1988,0.97,0.16,0.81,
11001,11/12/1988,0.93,0.13,0.8,
11002,11/13/1988,0.96,0.16,0.8,
11003,11/14/1988,0.99,0.19,0.8,
11004,11/15/1988,1,0.2,0.8,
11005,11/16/1988,0.99,0.19,0.8,
11006,11/17/1988,2.2,1.31,0.89,
11007,11/18/1988,1.7,0.77,0.93,
11008,11/19/1988,1.4,0.45,0.95,
11009,11/20/1988,2,0.99,1.01,
11010,11/21/1988,1.8,0.75,1.05,
11011,11/22/1988,1.6,0.53,1.07,
11012,11/23/1988,1.5,0.42,1.08,
11013,11/24/1988,1.5,0.41,1.09,
11014,11/25/1988,1.5,0.4,1.1,
11015,11/26/1988,1.5,0.39,1.11,
11016,11/27/1988,1.7,0.57,1.13,
11017,11/28/1988,11,9.16,1.84,
11018,11/29/1988,4.6,2.59,2.01,
11019,11/30/1988,3.2,1.13,2.07,
11020,12/1/1988,2.9,0.81,2.09,
11021,12/2/1988,2.8,0.7,2.1,
11022,12/3/1988,2.8,0.68,2.12,
11023,12/4/1988,2.7,0.58,2.12,
11024,12/5/1988,2.7,0.58,2.12,
11025,12/6/1988,2.7,0.57,2.13,
11026,12/7/1988,2.7,0.57,2.13,
11027,12/8/1988,2.5,0.38,2.12,
11028,12/9/1988,2.5,0.39,2.11,
11029,12/10/1988,2.5,0.4,2.1,
11030,12/11/1988,2.5,0.41,2.09,
11031,12/12/1988,2.3,0.23,2.07,
11032,12/13/1988,2.4,0.35,2.05,
11033,12/14/1988,2.2,0.18,2.02,
11034,12/15/1988,2.3,0.29,2.01,
11035,12/16/1988,2.2,0.22,1.98,
11036,12/17/1988,2.2,0.24,1.96,
11037,12/18/1988,2.1,0.16,1.94,
11038,12/19/1988,2.2,0.28,1.92,
11039,12/20/1988,2.2,0.29,1.91,
11040,12/21/1988,2.2,0.31,1.89,
11041,12/22/1988,2.2,0.32,1.88,
11042,12/23/1988,2.3,0.42,1.88,
11043,12/24/1988,2.3,0.43,1.87,
11044,12/25/1988,2.3,0.43,1.87,
11045,12/26/1988,2.1,0.25,1.85,
11046,12/27/1988,2.1,0.26,1.84,
11047,12/28/1988,2.1,0.28,1.82,
11048,12/29/1988,1.8,0.01,1.79,
11049,12/30/1988,1.8,0.05,1.75,
11050,12/31/1988,1.9,0.17,1.73,
11051,1/1/1989,1.9,0.19,1.71,
11052,1/2/1989,2,0.3,1.7,
11053,1/3/1989,1.9,0.21,1.69,
11054,1/4/1989,1.9,0.23,1.67,
11055,1/5/1989,1.8,0.15,1.65,
11056,1/6/1989,2.3,0.63,1.67,
11057,1/7/1989,2.4,0.71,1.69,
11058,1/8/1989,2.4,0.69,1.71,
11059,1/9/1989,2.2,0.48,1.72,
11060,1/10/1989,2.1,0.39,1.71,
11061,1/11/1989,2.1,0.39,1.71,
11062,1/12/1989,2.5,0.76,1.74,
11063,1/13/1989,2.5,0.74,1.76,
11064,1/14/1989,2.2,0.44,1.76,
11065,1/15/1989,4.2,2.29,1.91,
11066,1/16/1989,3.1,1.14,1.96,
11067,1/17/1989,2.7,0.72,1.98,
11068,1/18/1989,2.7,0.7,2,
11069,1/19/1989,2.7,0.69,2.01,
11070,1/20/1989,2.7,0.67,2.03,
11071,1/21/1989,2.5,0.48,2.02,
11072,1/22/1989,2.5,0.48,2.02,
11073,1/23/1989,2.5,0.48,2.02,
11074,1/24/1989,2.5,0.48,2.02,
11075,1/25/1989,2.5,0.48,2.02,
11076,1/26/1989,2.5,0.49,2.01,
11077,1/27/1989,2.5,0.49,2.01,
11078,1/28/1989,2.4,0.4,2,
11079,1/29/1989,2.5,0.5,2,
11080,1/30/1989,2.6,0.59,2.01,
11081,1/31/1989,2.6,0.58,2.02,
11082,2/1/1989,2.5,0.48,2.02,
11083,2/2/1989,2.4,0.39,2.01,
11084,2/3/1989,2.5,0.49,2.01,
11085,2/4/1989,2.4,0.4,2,
11086,2/5/1989,2.4,0.41,1.99,
11087,2/6/1989,2.5,0.51,1.99,
11088,2/7/1989,2.5,0.51,1.99,
11089,2/8/1989,2.3,0.32,1.98,
11090,2/9/1989,2.3,0.33,1.97,
11091,2/10/1989,2.3,0.35,1.95,
11092,2/11/1989,2.3,0.36,1.94,
11093,2/12/1989,2.3,0.37,1.93,
11094,2/13/1989,2.2,0.28,1.92,
11095,2/14/1989,2.6,0.67,1.93,
11096,2/15/1989,2.4,0.47,1.93,
11097,2/16/1989,2.3,0.38,1.92,
11098,2/17/1989,2.2,0.29,1.91,
11099,2/18/1989,2.2,0.31,1.89,
11100,2/19/1989,2.2,0.32,1.88,
11101,2/20/1989,2.2,0.33,1.87,
11102,2/21/1989,4,2.01,1.99,
11103,2/22/1989,5.4,3.19,2.21,
11104,2/23/1989,3.8,1.51,2.29,
11105,2/24/1989,3.4,1.07,2.33,
11106,2/25/1989,3.2,0.85,2.35,
11107,2/26/1989,3.4,1.02,2.38,
11108,2/27/1989,3.9,1.45,2.45,
11109,2/28/1989,4.1,1.57,2.53,
11110,3/1/1989,3.9,1.32,2.58,
11111,3/2/1989,3.6,0.99,2.61,
11112,3/3/1989,3.4,0.78,2.62,
11113,3/4/1989,3.4,0.77,2.63,
11114,3/5/1989,3.6,0.95,2.65,
11115,3/6/1989,8.5,5.46,3.04,
11116,3/7/1989,9.8,6.32,3.48,
11117,3/8/1989,5.3,1.75,3.55,
11118,3/9/1989,5.3,1.68,3.62,
11119,3/10/1989,6.6,2.83,3.77,
11120,3/11/1989,6,2.14,3.86,
11121,3/12/1989,5.6,1.68,3.92,
11122,3/13/1989,5.3,1.35,3.95,
11123,3/14/1989,5.2,1.23,3.97,
11124,3/15/1989,5,1.03,3.97,
11125,3/16/1989,5.2,1.21,3.99,
11126,3/17/1989,4.8,0.82,3.98,
11127,3/18/1989,5.3,1.3,4,
11128,3/19/1989,6.5,2.39,4.11,
11129,3/20/1989,5.2,1.08,4.12,
11130,3/21/1989,8.3,3.95,4.35,
11131,3/22/1989,6.3,1.89,4.41,
11132,3/23/1989,5.4,0.99,4.41,
11133,3/24/1989,27,21,6,
11134,3/25/1989,26,18.63,7.37,
11135,3/26/1989,11,3.5,7.5,
11136,3/27/1989,8,0.6,7.4,
11137,3/28/1989,7.1,0,7.1,
11138,3/29/1989,6.6,0,6.6,
11139,3/30/1989,9.6,2.9,6.7,
11140,3/31/1989,22,14.29,7.71,
11141,4/1/1989,13,5.04,7.96,
11142,4/2/1989,8,0.19,7.81,
11143,4/3/1989,8.4,0.69,7.71,
11144,4/4/1989,7.8,0.22,7.58,
11145,4/5/1989,7,0,7,
11146,4/6/1989,11,3.83,7.17,
11147,4/7/1989,9.2,2.02,7.18,
11148,4/8/1989,21,12.93,8.07,
11149,4/9/1989,12,3.78,8.22,
11150,4/10/1989,8.3,0.23,8.07,
11151,4/11/1989,7,0,7,
11152,4/12/1989,6.4,0,6.4,
11153,4/13/1989,6.1,0,6.1,
11154,4/14/1989,5.5,0,5.5,
11155,4/15/1989,7.7,2.14,5.56,
11156,4/16/1989,10,4.21,5.79,
11157,4/17/1989,6.9,1.14,5.76,
11158,4/18/1989,6.5,0.79,5.71,
11159,4/19/1989,10,4.08,5.92,
11160,4/20/1989,7.4,1.48,5.92,
11161,4/21/1989,6.3,0.46,5.84,
11162,4/22/1989,5.8,0.07,5.73,
11163,4/23/1989,5.4,0,5.4,
11164,4/24/1989,5.2,0,5.2,
11165,4/25/1989,5.1,0,5.1,
11166,4/26/1989,4.9,0,4.9,
11167,4/27/1989,4.9,0.09,4.81,
11168,4/28/1989,4.7,0,4.7,
11169,4/29/1989,6.7,1.94,4.76,
11170,4/30/1989,14,8.64,5.36,
11171,5/1/1989,7.4,1.99,5.41,
11172,5/2/1989,21,14.54,6.46,
11173,5/3/1989,14,7.1,6.9,
11174,5/4/1989,7.8,0.96,6.84,
11175,5/5/1989,6.8,0.09,6.71,
11176,5/6/1989,13,5.95,7.05,
11177,5/7/1989,10,2.86,7.14,
11178,5/8/1989,7.3,0.28,7.02,
11179,5/9/1989,6.3,0,6.3,
11180,5/10/1989,15,8.17,6.83,
11181,5/11/1989,13,5.84,7.16,
11182,5/12/1989,8.7,1.56,7.14,
11183,5/13/1989,7.2,0.19,7.01,
11184,5/14/1989,6.4,0,6.4,
11185,5/15/1989,6,0,6,
11186,5/16/1989,5.8,0,5.8,
11187,5/17/1989,5.7,0.01,5.69,
11188,5/18/1989,5.3,0,5.3,
11189,5/19/1989,5.1,0,5.1,
11190,5/20/1989,4.8,0,4.8,
11191,5/21/1989,4.7,0,4.7,
11192,5/22/1989,4.4,0,4.4,
11193,5/23/1989,4.4,0.08,4.32,
11194,5/24/1989,4.8,0.53,4.27,
11195,5/25/1989,4.4,0.2,4.2,
11196,5/26/1989,4.2,0.07,4.13,
11197,5/27/1989,5.1,0.98,4.12,
11198,5/28/1989,4.6,0.52,4.08,
11199,5/29/1989,3.9,0,3.9,
11200,5/30/1989,3.7,0,3.7,
11201,5/31/1989,3.6,0,3.6,
11202,6/1/1989,3.5,0,3.5,
11203,6/2/1989,3.4,0,3.4,
11204,6/3/1989,3.2,0,3.2,
11205,6/4/1989,3.1,0,3.1,
11206,6/5/1989,3,0,3,
11207,6/6/1989,3.2,0.24,2.96,
11208,6/7/1989,14,10.28,3.72,
11209,6/8/1989,8.6,4.59,4.01,
11210,6/9/1989,6.5,2.38,4.12,
11211,6/10/1989,6.7,2.46,4.24,
11212,6/11/1989,4.7,0.51,4.19,
11213,6/12/1989,4.2,0.08,4.12,
11214,6/13/1989,4,0,4,
11215,6/14/1989,3.9,0,3.9,
11216,6/15/1989,4.2,0.35,3.85,
11217,6/16/1989,4.4,0.58,3.82,
11218,6/17/1989,5.2,1.35,3.85,
11219,6/18/1989,4.1,0.3,3.8,
11220,6/19/1989,3.6,0,3.6,
11221,6/20/1989,3.6,0.07,3.53,
11222,6/21/1989,4.3,0.78,3.52,
11223,6/22/1989,5.8,2.17,3.63,
11224,6/23/1989,13,8.74,4.26,
11225,6/24/1989,13,8.18,4.82,
11226,6/25/1989,6.4,1.55,4.85,
11227,6/26/1989,5.5,0.69,4.81,
11228,6/27/1989,4.8,0.08,4.72,
11229,6/28/1989,4.4,0,4.4,
11230,6/29/1989,4.1,0,4.1,
11231,6/30/1989,3.8,0,3.8,
11232,7/1/1989,3.7,0,3.7,
11233,7/2/1989,3.5,0,3.5,
11234,7/3/1989,3.4,0,3.4,
11235,7/4/1989,3.4,0.06,3.34,
11236,7/5/1989,4.1,0.77,3.33,
11237,7/6/1989,4.3,0.96,3.34,
11238,7/7/1989,4.2,0.86,3.34,
11239,7/8/1989,3.4,0.11,3.29,
11240,7/9/1989,3.2,0,3.2,
11241,7/10/1989,3,0,3,
11242,7/11/1989,2.9,0,2.9,
11243,7/12/1989,2.8,0,2.8,
11244,7/13/1989,2.9,0.14,2.76,
11245,7/14/1989,2.8,0.09,2.71,
11246,7/15/1989,2.6,0,2.6,
11247,7/16/1989,5.1,2.36,2.74,
11248,7/17/1989,5.6,2.7,2.9,
11249,7/18/1989,3.5,0.61,2.89,
11250,7/19/1989,3.3,0.43,2.87,
11251,7/20/1989,3.1,0.27,2.83,
11252,7/21/1989,3,0.21,2.79,
11253,7/22/1989,2.9,0.15,2.75,
11254,7/23/1989,2.7,0.01,2.69,
11255,7/24/1989,2.6,0,2.6,
11256,7/25/1989,2.6,0.05,2.55,
11257,7/26/1989,3,0.46,2.54,
11258,7/27/1989,3,0.47,2.53,
11259,7/28/1989,5.7,2.99,2.71,
11260,7/29/1989,3.3,0.59,2.71,
11261,7/30/1989,2.9,0.23,2.67,
11262,7/31/1989,16,12.39,3.61,
11263,8/1/1989,9.1,5.15,3.95,
11264,8/2/1989,4.9,0.95,3.95,
11265,8/3/1989,4.3,0.4,3.9,
11266,8/4/1989,3.9,0.07,3.83,
11267,8/5/1989,3.6,0,3.6,
11268,8/6/1989,3.5,0,3.5,
11269,8/7/1989,3.5,0.06,3.44,
11270,8/8/1989,3.2,0,3.2,
11271,8/9/1989,3,0,3,
11272,8/10/1989,2.8,0,2.8,
11273,8/11/1989,3.2,0.42,2.78,
11274,8/12/1989,12,8.59,3.41,
11275,8/13/1989,19,14.5,4.5,
11276,8/14/1989,7.6,2.95,4.65,
11277,8/15/1989,9.2,4.3,4.9,
11278,8/16/1989,6.2,1.3,4.9,
11279,8/17/1989,5.3,0.46,4.84,
11280,8/18/1989,5.2,0.42,4.78,
11281,8/19/1989,7.8,2.89,4.91,
11282,8/20/1989,5.8,0.91,4.89,
11283,8/21/1989,4.8,0.01,4.79,
11284,8/22/1989,4.5,0,4.5,
11285,8/23/1989,4.2,0,4.2,
11286,8/24/1989,4,0,4,
11287,8/25/1989,3.8,0,3.8,
11288,8/26/1989,3.7,0,3.7,
11289,8/27/1989,3.7,0.07,3.63,
11290,8/28/1989,3.6,0.04,3.56,
11291,8/29/1989,3.6,0.1,3.5,
11292,8/30/1989,3.5,0.07,3.43,
11293,8/31/1989,3.1,0,3.1,
11294,9/1/1989,2.9,0,2.9,
11295,9/2/1989,2.7,0,2.7,
11296,9/3/1989,2.7,0.05,2.65,
11297,9/4/1989,2.5,0,2.5,
11298,9/5/1989,2.5,0.05,2.45,
11299,9/6/1989,2.5,0.09,2.41,
11300,9/7/1989,2.5,0.13,2.37,
11301,9/8/1989,2.4,0.07,2.33,
11302,9/9/1989,2.4,0.11,2.29,
11303,9/10/1989,2.4,0.14,2.26,
11304,9/11/1989,2.4,0.17,2.23,
11305,9/12/1989,2.5,0.29,2.21,
11306,9/13/1989,2.4,0.22,2.18,
11307,9/14/1989,2.5,0.34,2.16,
11308,9/15/1989,2.4,0.26,2.14,
11309,9/16/1989,2.4,0.28,2.12,
11310,9/17/1989,2.8,0.67,2.13,
11311,9/18/1989,2.4,0.29,2.11,
11312,9/19/1989,6.7,4.29,2.41,
11313,9/20/1989,4.6,2.07,2.53,
11314,9/21/1989,3.1,0.57,2.53,
11315,9/22/1989,2.9,0.39,2.51,
11316,9/23/1989,2.8,0.32,2.48,
11317,9/24/1989,2.5,0.06,2.44,
11318,9/25/1989,2.5,0.1,2.4,
11319,9/26/1989,7.3,4.58,2.72,
11320,9/27/1989,4,1.24,2.76,
11321,9/28/1989,3.3,0.55,2.75,
11322,9/29/1989,3.2,0.47,2.73,
11323,9/30/1989,3.1,0.39,2.71,
11324,10/1/1989,3,0.32,2.68,
11325,10/2/1989,5.9,3.03,2.87,
11326,10/3/1989,4.3,1.38,2.92,
11327,10/4/1989,3.4,0.5,2.9,
11328,10/5/1989,3.1,0.24,2.86,
11329,10/6/1989,3.1,0.27,2.83,
11330,10/7/1989,2.9,0.12,2.78,
11331,10/8/1989,2.8,0.07,2.73,
11332,10/9/1989,2.7,0.02,2.68,
11333,10/10/1989,2.7,0.07,2.63,
11334,10/11/1989,2.7,0.11,2.59,
11335,10/12/1989,2.5,0,2.5,
11336,10/13/1989,2.5,0.05,2.45,
11337,10/14/1989,2.5,0.09,2.41,
11338,10/15/1989,2.5,0.13,2.37,
11339,10/16/1989,2.5,0.16,2.34,
11340,10/17/1989,2.5,0.19,2.31,
11341,10/18/1989,2.5,0.22,2.28,
11342,10/19/1989,4.3,1.91,2.39,
11343,10/20/1989,6.6,3.95,2.65,
11344,10/21/1989,4.9,2.13,2.77,
11345,10/22/1989,3.7,0.91,2.79,
11346,10/23/1989,3.3,0.52,2.78,
11347,10/24/1989,3.3,0.54,2.76,
11348,10/25/1989,3.2,0.46,2.74,
11349,10/26/1989,3.1,0.38,2.72,
11350,10/27/1989,2.9,0.22,2.68,
11351,10/28/1989,2.9,0.25,2.65,
11352,10/29/1989,2.9,0.28,2.62,
11353,10/30/1989,2.9,0.31,2.59,
11354,10/31/1989,3.6,0.98,2.62,
11355,11/1/1989,3.3,0.68,2.62,
11356,11/2/1989,3,0.4,2.6,
